dissimilarity,correlation,contrast,homogeneity,energy,ASM
4.341666666666667,0.9327838447493311,36.483333333333334,0.23970480867486543,0.08270597183866336,0.006840277777777778
6.291666666666667,0.9031506806430668,92.68333333333334,0.2519322882481389,0.07430231041719586,0.0055208333333333325
7.854166666666668,0.6214470658500789,129.97083333333336,0.13904319702614795,0.06997023176561112,0.004895833333333335
7.895833333333334,0.8966887393286667,134.00416666666666,0.15761730609015323,0.06871842709362767,0.004722222222222222
11.591666666666669,0.536395493338337,450.34166666666675,0.15209062654962957,0.07021791477646967,0.004930555555555558
11.9375,0.4788242857913157,525.5875,0.19167857004899472,0.07095577652469333,0.005034722222222222
1.7958333333333338,0.995901976492784,8.0875,0.47186914166386495,0.08897565210026095,0.00791666666666667
3.7375,0.9406174710953551,25.47083333333333,0.239556910692949,0.07637626158259733,0.005833333333333334
3.854166666666667,0.908369032416023,25.70416666666667,0.2538316731085865,0.08333333333333334,0.006944444444444446
6.4,0.8345059107395378,87.07500000000002,0.18603416585303437,0.0788370330351021,0.00621527777777778
13.1875,0.5739000188598699,609.4958333333334,0.19218365148361624,0.07359800721939873,0.005416666666666667
3.8875,0.9688081850385338,32.17916666666667,0.34532017474869714,0.08100925873009826,0.006562500000000001
9.1625,0.7970661924972536,182.44583333333333,0.12890347603140073,0.06997023176561111,0.004895833333333334
14.170833333333333,0.5816117786887656,650.5958333333333,0.16779996589407142,0.07216878364870323,0.005208333333333334
5.366666666666667,0.8930023598372624,73.80000000000001,0.22303839581058077,0.07144345083117602,0.005104166666666667
6.245833333333334,0.8944679612015318,91.52083333333333,0.20825567898048034,0.07817359599705717,0.006111111111111112
8.1625,0.7412092173894221,131.07083333333333,0.1255086450193718,0.07312470322826768,0.005347222222222222
2.4375,0.9038430432090779,11.670833333333333,0.3609181822981064,0.11195857368787003,0.012534722222222223
5.945833333333334,0.8345153435039268,75.90416666666667,0.1851872535204516,0.07949493345141215,0.006319444444444445
13.887500000000003,0.5198404687788909,555.4375000000001,0.12262301834025735,0.07144345083117605,0.005104166666666669
9.108333333333334,0.5343570108462667,326.0333333333334,0.29977948655136194,0.08354140689901428,0.00697916666666667
3.3916666666666666,0.9834146387216441,22.458333333333336,0.2907236685877297,0.0770551750371122,0.0059375
5.166666666666666,0.9087369220284488,61.641666666666666,0.21519581910762625,0.07453559924999299,0.005555555555555556
9.695833333333333,0.596345403395963,322.2208333333333,0.17619431466817445,0.07637626158259733,0.005833333333333333
5.545833333333334,0.9051768362781082,97.73750000000001,0.34631507776317033,0.11118053386771946,0.012361111111111116
