dissimilarity,correlation,contrast,homogeneity,energy,ASM
1.8833333333333333,0.623031109080675,6.566666666666667,0.40601627548014463,0.1442172358323065,0.02079861111111111
5.854166666666668,0.6501727428249048,134.70416666666668,0.22160266900092812,0.08100925873009827,0.006562500000000002
5.937500000000001,0.6781370476343705,81.41250000000002,0.20044670896524852,0.08079466429027217,0.00652777777777778
3.175,0.8132100950134311,20.71666666666667,0.3104783893140475,0.10240171439537091,0.010486111111111113
8.82916666666667,0.5030067046959854,227.99583333333337,0.1440810331150499,0.07523112535528247,0.005659722222222224
6.4375,0.6868549931184418,121.42083333333332,0.18253265433918459,0.08014743359029727,0.006423611111111112
3.1291666666666664,0.47075713818877,22.1375,0.33364641247655547,0.10086432030758503,0.01017361111111111
5.862500000000001,0.603740733968317,102.98750000000001,0.18493206680921415,0.08186201126828543,0.006701388888888891
4.316666666666667,0.6964606640976653,32.85833333333334,0.23699796181694585,0.08100925873009827,0.006562500000000002
5.308333333333334,0.9012467928206203,63.58333333333333,0.22624367756712524,0.08036375634160796,0.006458333333333334
4.083333333333334,0.7206966424981917,26.358333333333334,0.2094649699156339,0.08122328620674137,0.006597222222222223
5.366666666666667,0.6288462547788997,57.49166666666666,0.1703994820746721,0.0768295371441074,0.0059027777777777785
2.9125,0.8331065252268723,29.254166666666666,0.39065440941309554,0.12624381172952598,0.0159375
5.579166666666667,0.6900697665908463,50.454166666666666,0.16044585666682049,0.07359800721939873,0.005416666666666667
7.783333333333333,0.40478101327904004,189.7,0.20366207920003784,0.07817359599705716,0.006111111111111111
6.508333333333333,0.6838439481210057,93.29166666666667,0.1868211432808048,0.08207381501496754,0.006736111111111111
10.475000000000001,0.5361035887473854,216.6083333333333,0.12030454350153265,0.07168604389202189,0.005138888888888889
5.304166666666666,0.697439787742324,73.71249999999999,0.23604622420996088,0.08660254037844387,0.0075
10.5375,0.6279192957084732,337.91249999999997,0.1821506022822682,0.07795119555779044,0.006076388888888889
12.8,0.7582803479479538,372.97499999999997,0.10861358498722518,0.06972166887783963,0.004861111111111111
3.0458333333333334,0.7531473183878051,21.745833333333334,0.3637324315490841,0.11726039399558574,0.01375
3.0125,0.7189446542168257,18.870833333333337,0.31687988413215146,0.11319231422671773,0.012812500000000004
3.6666666666666665,0.7442493087211133,23.883333333333333,0.25435137248993506,0.0905231707600018,0.008194444444444445
4.0875,0.8246851332675934,60.42083333333333,0.3315305053271207,0.10671873729054748,0.01138888888888889
9.558333333333334,0.5273743027383957,227.28333333333333,0.15472222234896843,0.07216878364870323,0.005208333333333334
3.2666666666666675,0.6900000483296446,21.333333333333336,0.28111764569765496,0.0966451125395267,0.009340277777777782
5.229166666666668,0.7156057524159477,47.0625,0.2031797797437574,0.08014743359029727,0.006423611111111113
3.379166666666667,0.6617800894194754,20.862499999999997,0.27696968962401286,0.10655593210453686,0.011354166666666669
9.983333333333333,0.6359593703932304,240.6833333333333,0.12120314958892059,0.06997023176561111,0.004895833333333334
